Movie Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross Collection,Popularity,Certification
Neon Genesis Evangelion: The End of Evangelion,Megumi Ogata,Megumi Hayashibara,Yûko Miyamura,Kotono Mitsuishi,"59,404",Animation,Action,Drama,1.85 : 1,"3,785",TV-MA
Bajrangi Bhaijaan,Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui,Kareena Kapoor,"92,727",Action,Adventure,Comedy,,_,Not Rated
The General,Buster Keaton,Marion Mack,Glen Cavender,Jim Farley,"94,606",Action,Adventure,Comedy,,_,Passed
The Hidden Fortress,Toshirô Mifune,Misa Uehara,Minoru Chiaki,Kamatari Fujiwara,"40,715",Action,Adventure,Drama,,_,Not Rated
White Heat,James Cagney,Virginia Mayo,Edmond O'Brien,Margaret Wycherly,"34,528",Action,Crime,Drama,,_,Not Rated
A Wednesday,Anupam Kher,Naseeruddin Shah,Veerendra Saxena,Mahesh Kanual,"80,495",Action,Crime,Drama,2.35 : 1,_,Not Rated
Sholay,Sanjeev Kumar,Dharmendra,Amitabh Bachchan,Amjad Khan,"57,360",Action,Adventure,Comedy,,_,Not Rated
Major,Adivi Sesh,Prakash Raj,Revathi,Saiee Manjrekar,"30,781",Action,Biography,Drama,2.35 : 1,_,
Kaththi,Joseph Vijay,Samantha Ruth Prabhu,Neil Nitin Mukesh,Tota Roy Chowdhury,"28,464",Action,Drama,,,_,Not Rated
Sarfarosh,Naseeruddin Shah,Aamir Khan,Sonali Bendre,Mukesh Rishi,"26,328",Action,Drama,Thriller,,_,Not Rated
Hera Pheri,Akshay Kumar,Suniel Shetty,Paresh Rawal,Tabu,"69,887",Action,Comedy,Crime,,_,Not Rated
Thuppakki,Joseph Vijay,Kajal Aggarwal,Vidyut Jammwal,Sathyan,"36,063",Action,Thriller,,,_,Not Rated
Sound of Freedom,Jim Caviezel,Mira Sorvino,Bill Camp,Cristal Aparicio,"30,635",Action,Biography,Drama,,2,PG-13
Dune,Timothée Chalamet,Rebecca Ferguson,Zendaya,Oscar Isaac,"694,397",Action,Adventure,Drama,"$402,027,830",54,PG-13
Guardians of the Galaxy,Chris Pratt,Vin Diesel,Bradley Cooper,Zoe Saldana,"1,230,244",Action,Adventure,Comedy,,91,PG-13
Blade Runner 2049,Harrison Ford,Ryan Gosling,Ana de Armas,Dave Bautista,"612,104",Action,Drama,Mystery,"$267,770,708",134,R
Deadpool,Ryan Reynolds,Morena Baccarin,T.J. Miller,Ed Skrein,"1,076,818",Action,Comedy,,,204,R
The Revenant,Leonardo DiCaprio,Tom Hardy,Will Poulter,Domhnall Gleeson,"833,878",Action,Adventure,Drama,"$532,950,503",289,R
The Avengers,Robert Downey Jr.,Chris Evans,Scarlett Johansson,Jeremy Renner,"1,423,539",Action,Sci-Fi,,,463,PG-13
The Incredibles,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee,"769,549",Animation,Action,Adventure,2.39 : 1,635,PG
Casino Royale,Daniel Craig,Eva Green,Judi Dench,Jeffrey Wright,"674,456",Action,Adventure,Thriller,2.39 : 1,660,PG-13
Akira,Mitsuo Iwata,Nozomu Sasaki,Mami Koyama,Tesshô Genda,"195,418",Animation,Action,Drama,1.85 : 1,"2,053",R
Kill Bill: Vol. 2,Uma Thurman,David Carradine,Michael Madsen,Daryl Hannah,"778,198",Action,Crime,Thriller,2.39 : 1,"2,128",R
Ip Man,Donnie Yen,Simon Yam,Siu-Wong Fan,Ka-Tung Lam,"229,403",Action,Biography,Drama,,"2,507",R
The Bourne Ultimatum,Matt Damon,Edgar Ramírez,Joan Allen,Julia Stiles,"646,328",Action,Mystery,Thriller,"$444,100,035","2,513",PG-13
Baahubali: The Beginning,Prabhas,Rana Daggubati,Anushka Shetty,Tamannaah Bhatia,"131,103",Action,Drama,,,"3,035",Not Rated
Wolfwalkers,Honor Kneafsey,Eva Whittaker,Sean Bean,Simon McBurney,"35,801",Animation,Action,Adventure,1.85 : 1,"4,660",PG
Infernal Affairs,Andy Lau,Tony Leung Chiu-wai,Anthony Chau-Sang Wong,Eric Tsang,"128,169",Action,Crime,Drama,2.35 : 1,_,R
Elite Squad,Wagner Moura,André Ramiro,Caio Junqueira,Milhem Cortaz,"107,210",Action,Crime,Drama,,_,R
Haider,Shahid Kapoor,Tabu,Shraddha Kapoor,Kay Kay Menon,"56,296",Action,Crime,Drama,,_,Not Rated
Sanjuro,Toshirô Mifune,Tatsuya Nakadai,Keiju Kobayashi,Yûnosuke Itô,"39,737",Action,Drama,Thriller,,_,Not Rated
Elite Squad 2: The Enemy Within,Wagner Moura,Irandhir Santos,André Ramiro,Milhem Cortaz,"85,017",Action,Crime,Drama,,_,Not Rated
Tae Guk Gi: The Brotherhood of War,Jang Dong-Gun,Won Bin,Eun-ju Lee,Hyeong-jin Kong,"40,460",Action,Drama,War,2.35 : 1,_,R
Andaz Apna Apna,Aamir Khan,Salman Khan,Raveena Tandon,Karisma Kapoor,"54,368",Action,Comedy,Romance,,_,Not Rated
Karthikeya 2,Nikhil Siddharth,Anupama Parameswaran,Srinivasa Reddy,Harsha Chemudu,"63,510",Action,Adventure,Fantasy,,_,
Arjun Reddy,Vijay Deverakonda,Shalini Pandey,Jia Sharma,Kanchana,"26,455",Action,Drama,Romance,,_,Not Rated
The Breath,Mete Horozoglu,Ilker Kizmaz,Birce Akalay,Ibrahim Akoz,"34,512",Action,Drama,Thriller,,_,
1: Nenokkadine,Mahesh Babu,Kriti Sanon,Nassar,Pradeep Singh Rawat,"45,970",Action,Thriller,,,_,Not Rated
Avatar,Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez,"1,353,697",Action,Adventure,Fantasy,"$2,923,706,026",201,PG-13
Star Trek,Chris Pine,Zachary Quinto,Simon Pegg,Leonard Nimoy,"612,067",Action,Adventure,Sci-Fi,"$385,680,446",285,PG-13
Zack Snyder's Justice League,Henry Cavill,Ben Affleck,Gal Gadot,Amy Adams,"418,521",Action,Adventure,Fantasy,,303,R
Edge of Tomorrow,Tom Cruise,Emily Blunt,Bill Paxton,Brendan Gleeson,"704,994",Action,Adventure,Sci-Fi,2.39 : 1,323,PG-13
Iron Man,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,Jeff Bridges,"1,089,362",Action,Adventure,Sci-Fi,,431,PG-13
X-Men: Days of Future Past,Patrick Stewart,Ian McKellen,Hugh Jackman,James McAvoy,"728,403",Action,Adventure,Sci-Fi,"$746,045,700",763,PG-13
Thor: Ragnarok,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Mark Ruffalo,"783,253",Action,Adventure,Comedy,,837,PG-13
The Bourne Identity,Franka Potente,Matt Damon,Chris Cooper,Clive Owen,"561,495",Action,Mystery,Thriller,2.39 : 1,945,PG-13
Children of Men,Julianne Moore,Clive Owen,Chiwetel Ejiofor,Michael Caine,"513,917",Action,Drama,Sci-Fi,1.85 : 1,"1,188",R
District 9,Sharlto Copley,David James,Jason Cope,Nathalie Boltt,"698,172",Action,Sci-Fi,Thriller,1.85 : 1,"1,354",R
The Blues Brothers,John Belushi,Dan Aykroyd,Cab Calloway,John Candy,"206,972",Action,Adventure,Comedy,,"1,414",R
"Crouching Tiger, Hidden Dragon",Chow Yun-Fat,Michelle Yeoh,Ziyi Zhang,Chang Chen,"276,543",Action,Adventure,Drama,2.39 : 1,"2,096",PG-13
Ghost in the Shell,Atsuko Tanaka,Iemasa Kayumi,Akio Ôtsuka,Kôichi Yamadera,"149,698",Animation,Action,Crime,"$918,738","2,444",TV-MA
A Fistful of Dollars,Clint Eastwood,Gian Maria Volontè,Marianne Koch,Wolfgang Lukschy,"224,811",Action,Drama,Western,2.35 : 1,"2,592",R
The Wild Bunch,William Holden,Ernest Borgnine,Robert Ryan,Edmond O'Brien,"87,874",Action,Adventure,Drama,,"3,339",R
The Raid 2,Iko Uwais,Yayan Ruhian,Arifin Putra,Oka Antara,"127,894",Action,Crime,Thriller,,"3,881",R
Hero,Jet Li,Tony Leung Chiu-wai,Maggie Cheung,Ziyi Zhang,"184,897",Action,Adventure,Drama,2.35 : 1,"4,473",PG-13
A Taxi Driver,Song Kang-ho,Thomas Kretschmann,Hae-Jin Yoo,Ryu Jun-Yeol,"27,931",Action,Drama,History,2.35 : 1,_,Not Rated
The Adventures of Robin Hood,Errol Flynn,Olivia de Havilland,Basil Rathbone,Claude Rains,"53,058",Action,Adventure,Romance,1.37 : 1,_,PG
Airlift,Akshay Kumar,Nimrat Kaur,Kumud Mishra,Prakash Belawadi,"57,985",Action,Drama,History,,_,Not Rated
Baby,Akshay Kumar,Danny Denzongpa,Rana Daggubati,Taapsee Pannu,"58,993",Action,Crime,Thriller,,_,Not Rated
Vishwaroopam,Pooja Kumar,Miles Anderson,Kamal Haasan,Rahul Bose,"40,617",Action,Thriller,,2.35 : 1,_,Not Rated
John Wick: Chapter 4,Keanu Reeves,Laurence Fishburne,George Georgiou,Lance Reddick,"244,873",Action,Crime,Thriller,,25,R
Everything Everywhere All at Once,Michelle Yeoh,Stephanie Hsu,Jamie Lee Curtis,Ke Huy Quan,"464,076",Action,Adventure,Comedy,"$141,065,107",82,R
The Batman,Robert Pattinson,Zoë Kravitz,Jeffrey Wright,Colin Farrell,"712,141",Action,Crime,Drama,,83,PG-13
Dunkirk,Fionn Whitehead,Barry Keoghan,Mark Rylance,Tom Hardy,"690,546",Action,Drama,History,"$527,016,307",119,PG-13
The Gentlemen,Matthew McConaughey,Charlie Hunnam,Michelle Dockery,Jeremy Strong,"365,086",Action,Comedy,Crime,2.39 : 1,259,R
Drive,Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,"671,021",Action,Drama,,"$78,714,970",288,R
All Quiet on the Western Front,Felix Kammerer,Albrecht Schuch,Aaron Hilmer,Moritz Klaus,"213,721",Action,Drama,War,,333,R
Hot Fuzz,Simon Pegg,Nick Frost,Martin Freeman,Bill Nighy,"520,422",Action,Comedy,Mystery,2.39 : 1,470,R
Apocalypto,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,Rudy Youngblood,"321,650",Action,Adventure,Drama,1.85 : 1,500,R
RRR,N.T. Rama Rao Jr.,Ram Charan,Ajay Devgn,Alia Bhatt,"153,546",Action,Drama,,1.85 : 1,511,Not Rated
Predator,Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall,Elpidia Carrillo,"437,597",Action,Adventure,Horror,,512,R
The Fugitive,Harrison Ford,Tommy Lee Jones,Sela Ward,Julianne Moore,"306,609",Action,Crime,Drama,"$368,875,760",582,PG-13
Rogue One: A Star Wars Story,Felicity Jones,Diego Luna,Alan Tudyk,Donnie Yen,"661,792",Action,Adventure,Sci-Fi,"$1,058,682,142",621,PG-13
Ghostbusters,Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,"428,292",Action,Comedy,Fantasy,"$296,578,797",676,PG
Star Wars: Episode VII - The Force Awakens,Daisy Ridley,John Boyega,Oscar Isaac,Domhnall Gleeson,"951,434",Action,Adventure,Sci-Fi,,752,PG-13
Skyfall,Daniel Craig,Javier Bardem,Naomie Harris,Judi Dench,"712,993",Action,Adventure,Thriller,"$1,142,471,295",936,PG-13
Captain America: Civil War,Chris Evans,Robert Downey Jr.,Scarlett Johansson,Sebastian Stan,"818,442",Action,Sci-Fi,,,942,PG-13
Taken,Liam Neeson,Maggie Grace,Famke Janssen,Leland Orser,"617,389",Action,Crime,Thriller,2.35 : 1,968,PG-13
The Last Samurai,Tom Cruise,Ken Watanabe,Billy Connolly,William Atherton,"454,899",Action,Drama,,2.39 : 1,"1,123",R
Captain America: The Winter Soldier,Chris Evans,Samuel L. Jackson,Scarlett Johansson,Robert Redford,"872,455",Action,Adventure,Sci-Fi,,"1,141",PG-13
Captain Phillips,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman,Catherine Keener,"476,839",Action,Biography,Crime,2.35 : 1,"1,437",PG-13
Big Hero 6,Ryan Potter,Scott Adsit,Jamie Chung,T.J. Miller,"480,875",Animation,Action,Adventure,2.39 : 1,"1,700",PG
I Saw the Devil,Lee Byung-hun,Choi Min-sik,Jeon Gook-hwan,Ho-jin Chun,"138,541",Action,Crime,Thriller,,"1,743",Not Rated
Serenity,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,Alan Tudyk,"301,131",Action,Adventure,Sci-Fi,"$40,445,129","1,831",PG-13
Thirteen Lives,Viggo Mortensen,Colin Farrell,Joel Edgerton,Tom Bateman,"62,099",Action,Adventure,Biography,,"1,936",PG-13
The Fighter,Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo,"378,968",Action,Biography,Drama,"$129,190,869","1,968",R
Jujutsu Kaisen 0,Chinatsu Akasaki,Aya Endô,Kana Hanazawa,Show Hayami,"25,443",Animation,Action,Fantasy,,"2,264",PG-13
How to Train Your Dragon 2,Jay Baruchel,Cate Blanchett,Gerard Butler,Craig Ferguson,"350,346",Animation,Action,Adventure,"$621,537,519","2,390",PG
Letters from Iwo Jima,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,Ryo Kase,"166,855",Action,Adventure,Drama,2.39 : 1,"4,703",R
"Aguirre, the Wrath of God",Klaus Kinski,Ruy Guerra,Helena Rojo,Del Negro,"59,538",Action,Adventure,Biography,,_,Not Rated
The Chaser,Kim Yoon-seok,Ha Jung-woo,Yeong-hie Seo,Yoo-jung Kim,"69,669",Action,Crime,Drama,2.35 : 1,_,Not Rated
Ninja Scroll,Kôichi Yamadera,Emi Shinohara,Takeshi Aono,Osamu Saka,"39,153",Animation,Action,Adventure,1.33 : 1,_,Not Rated
Batman: Mask of the Phantasm,Kevin Conroy,Dana Delany,Hart Bochner,Stacy Keach,"53,997",Animation,Action,Adventure,,_,PG
Cowboy Bebop: The Movie,Beau Billingslea,Melissa Fahn,Nicholas Guest,Kôichi Yamadera,"50,963",Animation,Action,Crime,,_,TV-14
The Killer,Chow Yun-Fat,Danny Lee,Sally Yeh,Kong Chu,"49,784",Action,Crime,Drama,,_,R
Knockin' on Heaven's Door,Til Schweiger,Jan Josef Liefers,Thierry van Werveke,Moritz Bleibtreu,"32,340",Action,Crime,Comedy,,_,Not Rated
Minnal Murali,Tovino Thomas,Guru Somasundaram,Aju Varghese,Baiju,"31,388",Action,Comedy,Drama,,_,TV-14
Mission: Impossible - Fallout,Tom Cruise,Henry Cavill,Ving Rhames,Simon Pegg,"354,565",Action,Adventure,Thriller,"$791,657,398",17,PG-13
Star Trek Into Darkness,Chris Pine,Zachary Quinto,Zoe Saldana,Benedict Cumberbatch,"490,743",Action,Adventure,Sci-Fi,"$467,365,246",291,PG-13
The Count of Monte Cristo,Jim Caviezel,Guy Pearce,Christopher Adamson,JB Blanc,"143,658",Action,Adventure,Drama,,318,PG-13
Kingsman: The Secret Service,Colin Firth,Taron Egerton,Samuel L. Jackson,Michael Caine,"691,596",Action,Adventure,Comedy,2.39 : 1,367,R
Black Hawk Down,Josh Hartnett,Ewan McGregor,Tom Sizemore,Eric Bana,"409,957",Action,Drama,History,2.39 : 1,439,R
The Last of the Mohicans,Daniel Day-Lewis,Madeleine Stowe,Russell Means,Eric Schweig,"178,926",Action,Adventure,Drama,2.35 : 1,527,R
X-Men: First Class,James McAvoy,Michael Fassbender,Jennifer Lawrence,Kevin Bacon,"707,959",Action,Sci-Fi,,2.39 : 1,730,PG-13
3:10 to Yuma,Russell Crowe,Christian Bale,Ben Foster,Logan Lerman,"322,440",Action,Crime,Drama,2.35 : 1,"1,053",R
The Lego Movie,Chris Pratt,Will Ferrell,Elizabeth Banks,Will Arnett,"373,773",Animation,Action,Adventure,,"1,238",PG
Man on Fire,Denzel Washington,Christopher Walken,Dakota Fanning,Radha Mitchell,"374,085",Action,Crime,Drama,2.39 : 1,"1,344",R
First Blood,Sylvester Stallone,Brian Dennehy,Richard Crenna,Bill McKinney,"264,252",Action,Adventure,Thriller,"$125,212,904","1,442",R
Training Day,Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger,"453,143",Action,Crime,Drama,2.35 : 1,"1,451",R
The Boondock Saints,Willem Dafoe,Sean Patrick Flanery,Norman Reedus,David Della Rocco,"244,311",Action,Thriller,,2.35 : 1,"1,511",R
The Bourne Supremacy,Matt Damon,Franka Potente,Joan Allen,Brian Cox,"475,580",Action,Mystery,Thriller,2.39 : 1,"1,773",PG-13
Dirty Harry,Clint Eastwood,Andrew Robinson,Harry Guardino,Reni Santoni,"162,887",Action,Crime,Thriller,2.35 : 1,"1,934",R
The French Connection,Gene Hackman,Roy Scheider,Fernando Rey,Tony Lo Bianco,"128,729",Action,Crime,Drama,1.85 : 1,"2,000",R
The Magnificent Seven,Yul Brynner,Steve McQueen,Charles Bronson,Eli Wallach,"98,961",Action,Adventure,Drama,2.35 : 1,"2,044",Approved
Star Trek II: The Wrath of Khan,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,"126,011",Action,Adventure,Sci-Fi,,"2,586",PG
Kung Fu Hustle,Stephen Chow,Wah Yuen,Qiu Yuen,Siu-Lung Leung,"145,587",Action,Comedy,Fantasy,2.39 : 1,"2,666",R
Bonnie and Clyde,Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Hackman,"117,162",Action,Biography,Crime,,"2,769",R
Goldfinger,Sean Connery,Gert Fröbe,Honor Blackman,Shirley Eaton,"196,681",Action,Adventure,Thriller,,"3,054",PG
Badlands,Martin Sheen,Sissy Spacek,Warren Oates,Ramon Bieri,"75,836",Action,Crime,Drama,1.85 : 1,"3,112",PG
The Dirty Dozen,Lee Marvin,Ernest Borgnine,Charles Bronson,John Cassavetes,"76,579",Action,Adventure,War,,"3,212",Approved
The Longest Day,John Wayne,Robert Ryan,Richard Burton,Henry Fonda,"57,751",Action,Drama,History,,"3,758",G
Run Lola Run,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,"202,994",Action,Crime,Thriller,1.85 : 1,"4,338",R
Kubo and the Two Strings,Charlize Theron,Art Parkinson,Matthew McConaughey,Ralph Fiennes,"134,612",Animation,Action,Adventure,,"4,900",PG
The Man from Nowhere,Won Bin,Kim Sae-ron,Kim Tae-hoon,Kim Hee-won,"72,397",Action,Crime,Drama,,_,R
Hard Boiled,Chow Yun-Fat,Tony Leung Chiu-wai,Teresa Mo,Philip Chan,"52,424",Action,Crime,Thriller,,_,R
Dragon Ball Super: Broly,Masako Nozawa,Aya Hisakawa,Ryô Horikawa,Toshio Furukawa,"29,796",Animation,Action,Adventure,,_,PG
Scarface,Paul Muni,Ann Dvorak,Karen Morley,Osgood Perkins,"29,252",Action,Crime,Drama,,_,PG
Key Largo,Humphrey Bogart,Edward G. Robinson,Lauren Bacall,Lionel Barrymore,"42,749",Action,Crime,Drama,,_,Approved
Joint Security Area,Lee Yeong-ae,Lee Byung-hun,Song Kang-ho,Kim Tae-woo,"32,540",Action,Drama,Thriller,,_,Not Rated
Eega,Sudeep,Nani,Samantha Ruth Prabhu,Hamsa Nandini,"26,101",Action,Comedy,Drama,,_,Not Rated
Udta Punjab,Shahid Kapoor,Alia Bhatt,Kareena Kapoor,Diljit Dosanjh,"31,539",Action,Crime,Drama,,_,Not Rated
Raazi,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,Shishir Sharma,"32,550",Action,Drama,Thriller,,_,Not Rated
Avatar: The Way of Water,Sam Worthington,Zoe Saldana,Sigourney Weaver,Stephen Lang,"435,133",Action,Adventure,Fantasy,"$2,320,250,281",30,PG-13
Guardians of the Galaxy Vol. 2,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,"724,622",Action,Adventure,Comedy,"$863,756,051",163,PG-13
Deadpool 2,Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,"611,541",Action,Adventure,Comedy,"$785,896,609",230,R
Watchmen,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,"565,746",Action,Drama,Mystery,,252,R
Kick-Ass,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown,"578,200",Action,Comedy,Crime,"$96,188,903",297,R
300,Gerard Butler,Lena Headey,David Wenham,Dominic West,"840,993",Action,Drama,,"$456,082,343",311,R
Sicario,Emily Blunt,Josh Brolin,Benicio Del Toro,Jon Bernthal,"449,571",Action,Crime,Drama,,426,R
Baby Driver,Ansel Elgort,Jon Bernthal,Jon Hamm,Eiza González,"573,493",Action,Crime,Drama,2.39 : 1,506,R
The Fifth Element,Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,"488,752",Action,Adventure,Sci-Fi,"$263,920,180",544,PG-13
Fury,Brad Pitt,Shia LaBeouf,Logan Lerman,Michael Peña,"517,212",Action,Drama,War,2.35 : 1,623,R
Minority Report,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,"568,145",Action,Crime,Mystery,2.39 : 1,875,PG-13
Train to Busan,Gong Yoo,Jung Yu-mi,Ma Dong-seok,Su-an Kim,"237,800",Action,Horror,Thriller,,899,Not Rated
Star Wars: Episode III - Revenge of the Sith,Hayden Christensen,Natalie Portman,Ewan McGregor,Samuel L. Jackson,"816,904",Action,Adventure,Fantasy,"$868,390,560","1,002",PG-13
Kung Fu Panda,Jack Black,Ian McShane,Angelina Jolie,Dustin Hoffman,"493,131",Animation,Action,Adventure,2.39 : 1,"1,048",PG
Harry Potter and the Half-Blood Prince,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,"568,552",Action,Adventure,Family,2.39 : 1,"1,058",PG
RoboCop,Peter Weller,Nancy Allen,Dan O'Herlihy,Ronny Cox,"269,569",Action,Crime,Sci-Fi,"$53,425,389","1,095",R
Die Hard with a Vengeance,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,"397,683",Action,Adventure,Thriller,,"1,139",R
Incredibles 2,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,"313,628",Animation,Action,Adventure,2.39 : 1,"1,179",PG
Creed,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad,"300,386",Action,Drama,Sport,"$173,578,883","1,227",PG-13
Zombieland,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,"599,145",Action,Comedy,Horror,2.39 : 1,"1,284",R
Lethal Weapon,Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan,"267,927",Action,Crime,Thriller,"$120,207,127","1,306",R
Enter the Dragon,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,"108,617",Action,Crime,Thriller,2.39 : 1,"1,561",R
Sherlock Holmes,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,"651,238",Action,Adventure,Mystery,1.85 : 1,"1,599",PG-13
Falling Down,Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin,"198,368",Action,Crime,Drama,2.39 : 1,"1,710",R
The Road Warrior,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,"187,255",Action,Adventure,Sci-Fi,"$23,668,406","1,974",R
Only the Brave,Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,"73,785",Action,Biography,Drama,,"2,009",PG-13
End of Watch,Jake Gyllenhaal,Michael Peña,Anna Kendrick,America Ferrera,"258,230",Action,Adventure,Crime,1.85 : 1,"2,099",R
Rise of the Planet of the Apes,James Franco,Andy Serkis,Freida Pinto,Karin Konoval,"542,889",Action,Drama,Sci-Fi,"$481,800,873","2,154",PG-13
The Raid: Redemption,Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah,"211,343",Action,Crime,Thriller,1.85 : 1,"2,340",R
Dawn of the Planet of the Apes,Gary Oldman,Keri Russell,Andy Serkis,Kodi Smit-McPhee,"453,945",Action,Adventure,Drama,1.85 : 1,"2,446",PG-13
Battle Royale,Tatsuya Fujiwara,Aki Maeda,Tarô Yamamoto,Chiaki Kuriyama,"189,185",Action,Adventure,Drama,,"3,070",Not Rated
Hotel Mumbai,Dev Patel,Armie Hammer,Nazanin Boniadi,Anupam Kher,"67,637",Action,Drama,History,,"3,394",R
United 93,David Alan Basche,Olivia Thirlby,Liza Colón-Zayas,J.J. Johnson,"108,756",Action,Drama,History,,"3,865",R
Star Trek: First Contact,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,"129,355",Action,Adventure,Drama,,"4,221",PG-13
Escape from Alcatraz,Clint Eastwood,Patrick McGoohan,Roberts Blossom,Jack Thibeau,"142,501",Action,Biography,Crime,,"4,439",PG
Where Eagles Dare,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,"60,852",Action,Adventure,War,,"4,517",M
Vampire Hunter D: Bloodlust,Andrew Philpot,John Rafter Lee,Pamela Adlon,Wendee Lee,"33,753",Animation,Action,Drama,,_,R
The Taking of Pelham One Two Three,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,"33,224",Action,Crime,Thriller,,_,R
Ponniyin Selvan: Part I,Vikram,Aishwarya Rai Bachchan,Jayam Ravi,Karthi,"34,643",Action,Adventure,Drama,2.39 : 1,_,Not Rated
Pushpa: The Rise - Part 1,Allu Arjun,Fahadh Faasil,Rashmika Mandanna,Jagadeesh Prathap Bandari,"81,419",Action,Crime,Drama,,_,
Ludo,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao,Fatima Sana Shaikh,"41,651",Action,Comedy,Crime,,_,TV-MA
Fearless,Jet Li,Li Sun,Yong Dong,Yun Qu,"77,603",Action,Biography,Drama,2.35 : 1,_,PG-13
Lupin III: The Castle of Cagliostro,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi,Makio Inoue,"31,988",Animation,Action,Adventure,1.85 : 1,_,
Evangelion: 1.0 You Are (Not) Alone,Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Yuriko Yamaguchi,"26,022",Animation,Action,Drama,1.85 : 1,_,PG-13
Cell 211,Luis Tosar,Alberto Ammann,Antonio Resines,Manuel Morón,"69,416",Action,Crime,Drama,,_,
The Boy and the Beast,Kôji Yakusho,Aoi Miyazaki,Shôta Sometani,Suzu Hirose,"25,602",Animation,Action,Adventure,,_,PG-13
Mortal World,Ahmet Mümtaz Taylan,Alper Kul,Sarp Apak,Irem Sak,"28,400",Action,Comedy,Crime,,_,
Madras Cafe,John Abraham,Raashi Khanna,Nargis Fakhri,Prakash Belawadi,"25,027",Action,Drama,Thriller,,_,Not Rated
The Covenant,Jake Gyllenhaal,Dar Salim,Sean Sagar,Jason Wong,"84,735",Action,Thriller,War,,33,R
Indiana Jones and the Temple of Doom,Harrison Ford,Kate Capshaw,Ke Huy Quan,Amrish Puri,"517,039",Action,Adventure,,,67,PG
Upgrade,Logan Marshall-Green,Melanie Vallejo,Steve Danielsen,Abby Craden,"195,447",Action,Sci-Fi,Thriller,,347,R
Batman,Michael Keaton,Jack Nicholson,Kim Basinger,Robert Wuhl,"391,641",Action,Adventure,,"$411,569,241",562,PG-13
The Hunger Games: Catching Fire,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Philip Seymour Hoffman,"687,639",Action,Adventure,Sci-Fi,2.35 : 1,619,PG-13
Enemy at the Gates,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz,"270,220",Action,Drama,War,2.35 : 1,693,R
Scott Pilgrim vs. the World,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,Anna Kendrick,"444,599",Action,Comedy,Fantasy,1.85 : 1,699,PG-13
Total Recall,Arnold Schwarzenegger,Sharon Stone,Michael Ironside,Rachel Ticotin,"342,909",Action,Adventure,Sci-Fi,"$261,317,921",720,R
The Hunt for Red October,Sean Connery,Alec Baldwin,Scott Glenn,Sam Neill,"207,846",Action,Adventure,Thriller,"$200,512,643",755,PG
