Movie Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross Collection,Popularity,Certification
The Dark Tower,Idris Elba,Matthew McConaughey,Tom Taylor,Dennis Haysbert,"142,565",Action,Adventure,Fantasy,2.39 : 1,"2,708",PG-13
Alien vs. Predator,Sanaa Lathan,Lance Henriksen,Raoul Bova,Ewen Bremner,"206,603",Action,Adventure,Horror,"$177,427,090","2,918",PG-13
Johnny Mnemonic,Keanu Reeves,Dolph Lundgren,Dina Meyer,Ice-T,"74,391",Action,Drama,Sci-Fi,1.85 : 1,"3,184",R
Fantastic Four: Rise of the Silver Surfer,Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis,"272,209",Action,Adventure,Fantasy,2.39 : 1,"3,258",PG
R.I.P.D.,Ryan Reynolds,Jeff Bridges,Mary-Louise Parker,Kevin Bacon,"140,261",Action,Adventure,Comedy,,"3,312",PG-13
The Pacifier,Vin Diesel,Brittany Snow,Max Thieriot,Brad Garrett,"98,147",Action,Comedy,Drama,,"3,329",PG
The 355,Jessica Chastain,Penélope Cruz,Bingbing Fan,Diane Kruger,"33,538",Action,Thriller,,2.39 : 1,"3,484",PG-13
Wild Card,Jason Statham,Michael Angarano,Dominik Garcia,Milo Ventimiglia,"58,118",Action,Crime,Drama,,"3,713",R
Jolt,Kate Beckinsale,Jai Courtney,Stanley Tucci,Bobby Cannavale,"33,543",Action,Comedy,Crime,,"3,833",R
Judge Dredd,Sylvester Stallone,Armand Assante,Rob Schneider,Jürgen Prochnow,"121,833",Action,Crime,Sci-Fi,,"3,838",R
Raw Deal,Arnold Schwarzenegger,Kathryn Harrold,Sam Wanamaker,Paul Shenar,"36,272",Action,Crime,Thriller,,"4,350",R
Hold the Dark,Jeffrey Wright,Alexander Skarsgård,James Badge Dale,Riley Keough,"39,136",Action,Crime,Drama,,"4,552",TV-MA
Timeline,Paul Walker,Gerard Butler,Billy Connolly,Frances O'Connor,"64,708",Action,Adventure,Sci-Fi,,_,PG-13
Machete Kills,Danny Trejo,Alexa PenaVega,Mel Gibson,Jessica Alba,"80,897",Action,Crime,Thriller,,_,R
Double Impact,Jean-Claude Van Damme,Geoffrey Lewis,Alonna Shaw,Corinna Everson,"42,548",Action,Crime,,,_,R
The Ice Road,Liam Neeson,Marcus Thomas,Laurence Fishburne,Amber Midthunder,"44,423",Action,Adventure,Thriller,,_,PG-13
Chain Reaction,Keanu Reeves,Morgan Freeman,Rachel Weisz,Fred Ward,"54,355",Action,Drama,Sci-Fi,,_,PG-13
Survivor,Milla Jovovich,Pierce Brosnan,Dylan McDermott,Paddy Wallace,"34,948",Action,Crime,Thriller,,_,PG-13
The Specialist,Sylvester Stallone,Sharon Stone,James Woods,Rod Steiger,"68,161",Action,Drama,Thriller,1.85 : 1,_,R
Jay and Silent Bob Reboot,Joey Lauren Adams,Ben Affleck,Fred Armisen,Diedrich Bader,"27,339",Action,Adventure,Comedy,,_,R
Brick Mansions,Paul Walker,David Belle,RZA,Goûchy Boy,"43,411",Action,Crime,Thriller,2.35 : 1,_,PG-13
Brahmastra Part One: Shiva,Amitabh Bachchan,Ranbir Kapoor,Alia Bhatt,Nagarjuna Akkineni,"109,146",Action,Adventure,Fantasy,2.39:1 (IMAX 3D),_,M
National Security,Martin Lawrence,Steve Zahn,Colm Feore,Bill Duke,"52,723",Action,Comedy,Crime,,_,PG-13
MacGruber,Will Forte,Kristen Wiig,Val Kilmer,Ryan Phillippe,"46,531",Action,Comedy,,2.35 : 1,_,R
Fighting,Channing Tatum,Terrence Howard,Luis Guzmán,Zulay Henao,"33,816",Action,Crime,Drama,1.85 : 1,_,PG-13
The Pink Panther 2,Steve Martin,Jean Reno,Emily Mortimer,Andy Garcia,"46,889",Action,Adventure,Comedy,1.85 : 1,_,PG
Bad Company,Anthony Hopkins,Chris Rock,Matthew Marsh,Gabriel Macht,"49,149",Action,Comedy,Thriller,,_,PG-13
Sleepless,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Gabrielle Union,"33,533",Action,Thriller,,2.39 : 1,_,R
The Skulls,Joshua Jackson,Paul Walker,Hill Harper,Leslie Bibb,"33,107",Action,Crime,Drama,,_,PG-13
Metro,Eddie Murphy,Michael Rapaport,Kim Miyori,Art Evans,"28,432",Action,Comedy,Crime,2.35 : 1,_,R
Fire with Fire,Josh Duhamel,Bruce Willis,Rosario Dawson,Vincent D'Onofrio,"27,168",Action,Thriller,,,_,R
The Quest,Jean-Claude Van Damme,Roger Moore,James Remar,Janet Gunn,"27,193",Action,Adventure,Drama,,_,PG-13
12 Rounds,John Cena,Ashley Scott,Aidan Gillen,Steve Harris,"29,828",Action,Crime,Thriller,,_,PG-13
Exit Wounds,Steven Seagal,DMX,Isaiah Washington,Anthony Anderson,"36,303",Action,Crime,Thriller,,_,R
The Contract,John Cusack,Morgan Freeman,Jamie Anderson,Alice Krige,"25,636",Action,Crime,Drama,,_,R
Once There Was a Tiger,Salman Khan,Katrina Kaif,Girish Karnad,Roshan Seth,"36,455",Action,Adventure,Romance,,_,Not Rated
Bang Bang,Hrithik Roshan,Katrina Kaif,Pawan Malhotra,Danny Denzongpa,"25,180",Action,Adventure,Comedy,,_,Not Rated
Baywatch,Dwayne Johnson,Zac Efron,Alexandra Daddario,Priyanka Chopra Jonas,"194,887",Action,Comedy,Crime,2.39 : 1,625,R
Shotgun Wedding,Jennifer Lopez,Josh Duhamel,Lenny Kravitz,Jennifer Coolidge,"32,845",Action,Comedy,Romance,,932,R
The Scorpion King,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Kelly Hu,"142,511",Action,Adventure,Fantasy,2.39 : 1,"1,186",PG-13
Spiderhead,Chris Hemsworth,Miles Teller,Jurnee Smollett,Mark Paguio,"62,809",Action,Crime,Drama,,"1,375",R
Willy's Wonderland,Nicolas Cage,Emily Tosta,Beth Grant,Ric Reitz,"33,798",Action,Comedy,Horror,"$457,144","1,725",TV-MA
The Core,Aaron Eckhart,Hilary Swank,Delroy Lindo,Bruce Greenwood,"104,829",Action,Adventure,Sci-Fi,,"1,858",PG-13
Green Lantern,Ryan Reynolds,Blake Lively,Peter Sarsgaard,Mark Strong,"290,831",Action,Adventure,Sci-Fi,2.35 : 1,"2,081",PG-13
Infinite,Mark Wahlberg,Chiwetel Ejiofor,Sophie Cookson,Dylan O'Brien,"55,977",Action,Sci-Fi,Thriller,,"2,164",PG-13
Seventh Son,Ben Barnes,Julianne Moore,Jeff Bridges,Alicia Vikander,"79,229",Action,Adventure,Fantasy,2.39 : 1,"2,699",PG-13
George of the Jungle,Brendan Fraser,Leslie Mann,Thomas Haden Church,Richard Roundtree,"82,064",Action,Adventure,Comedy,,"2,874",PG
The Bounty Hunter,Jennifer Aniston,Gerard Butler,Gio Perez,Joel Marsh Garland,"131,479",Action,Comedy,Romance,,"2,932",PG-13
Your Highness,Danny McBride,Natalie Portman,James Franco,Rasmus Hardiker,"103,147",Action,Adventure,Comedy,2.35 : 1,"2,936",R
Beverly Hills Cop III,Eddie Murphy,Jon Tenney,Joey Travolta,Eugene Collier,"84,563",Action,Comedy,Crime,,"2,995",R
Snakes on a Plane,Samuel L. Jackson,Julianna Margulies,Nathan Phillips,Rachel Blanchard,"142,393",Action,Adventure,Crime,"$62,022,014","3,056",R
Pompeii,Kit Harington,Emily Browning,Kiefer Sutherland,Adewale Akinnuoye-Agbaje,"114,004",Action,Adventure,Drama,2.35 : 1,"3,253",PG-13
Eight Legged Freaks,David Arquette,Kari Wuhrer,Scott Terra,Scarlett Johansson,"59,013",Action,Adventure,Comedy,,"3,614",PG-13
The Cloverfield Paradox,Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,John Ortiz,"109,506",Action,Adventure,Horror,,"3,844",PG-13
Sweet Girl,Jason Momoa,Isabela Merced,Manuel Garcia-Rulfo,Adria Arjona,"33,871",Action,Drama,Thriller,,"3,869",R
Volcano,Tommy Lee Jones,Anne Heche,Gaby Hoffmann,Don Cheadle,"79,441",Action,Drama,Sci-Fi,,"4,192",PG-13
Resident Evil: The Final Chapter,Milla Jovovich,Iain Glen,Ali Larter,Shawn Roberts,"97,966",Action,Horror,Sci-Fi,"$312,242,626","4,198",R
Peninsula,Gang Dong-won,Lee Jung-hyun,Re Lee,Hae-hyo Kwon,"35,459",Action,Horror,Thriller,,"4,495",Not Rated
Virtuosity,Denzel Washington,Russell Crowe,Kelly Lynch,Stephen Spinella,"31,404",Action,Crime,Sci-Fi,,_,R
Star Trek V: The Final Frontier,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,"62,479",Action,Adventure,Fantasy,"$52,210,049",_,PG
Lara Croft: Tomb Raider - The Cradle of Life,Angelina Jolie,Gerard Butler,Chris Barrie,Ciarán Hinds,"142,075",Action,Adventure,Fantasy,2.39 : 1,_,PG-13
Mortdecai,Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Olivia Munn,"75,162",Action,Adventure,Comedy,,_,R
Under Siege 2: Dark Territory,Steven Seagal,Eric Bogosian,Everett McGill,Katherine Heigl,"48,703",Action,Adventure,Thriller,,_,R
The Happytime Murders,Melissa McCarthy,Elizabeth Banks,Maya Rudolph,Leslie David Baker,"29,513",Action,Comedy,Crime,2.39 : 1,_,R
Collateral Damage,Arnold Schwarzenegger,John Leguizamo,Francesca Neri,Elias Koteas,"76,785",Action,Drama,Thriller,1.85 : 1,_,R
Stolen,Nicolas Cage,Malin Akerman,Josh Lucas,Danny Huston,"45,864",Action,Crime,Thriller,,_,R
Babylon A.D.,Vin Diesel,Michelle Yeoh,Mélanie Thierry,Gérard Depardieu,"97,372",Action,Adventure,Sci-Fi,2.35 : 1,_,PG-13
Beverly Hills Ninja,Chris Farley,Nicollette Sheridan,Robin Shou,Nathaniel Parker,"42,854",Action,Comedy,,,_,PG-13
Whiteout,Kate Beckinsale,Gabriel Macht,Tom Skerritt,Columbus Short,"39,762",Action,Crime,Mystery,,_,R
Cop Out,Bruce Willis,Tracy Morgan,Juan Carlos Hernández,Cory Fernandez,"89,445",Action,Comedy,Crime,2.35 : 1,_,R
Showtime,Robert De Niro,Eddie Murphy,Rene Russo,Rachael Harris,"64,281",Action,Comedy,Crime,,_,PG-13
The Man,Samuel L. Jackson,Eugene Levy,Miguel Ferrer,Luke Goss,"26,291",Action,Comedy,Crime,,_,PG-13
Taxi 4,Samy Naceri,Frédéric Diefenthal,Bernard Farcy,Emma Wiklund,"29,800",Action,Comedy,Crime,,_,Not Rated
Gunjan Saxena: The Kargil Girl,Janhvi Kapoor,Pankaj Tripathi,Angad Bedi,Manav Vij,"35,200",Action,Biography,Drama,,_,TV-14
The Legend,Geethika,Nassar,Thambi Ramaiah,Kovai Sarala,"29,234",Action,Drama,Romance,,_,
65,Adam Driver,Ariana Greenblatt,Chloe Coleman,Nika King,"59,674",Action,Adventure,Drama,2.39 : 1,18,PG-13
The Mummy,Tom Cruise,Sofia Boutella,Annabelle Wallis,Russell Crowe,"197,828",Action,Adventure,Fantasy,"$409,231,607",697,PG-13
Batman Forever,Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,"260,228",Action,Adventure,,"$336,567,158",866,PG-13
Gods of Egypt,Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler,Chadwick Boseman,"121,784",Action,Adventure,Drama,,"1,026",PG-13
Wonder Woman 1984,Gal Gadot,Chris Pine,Kristen Wiig,Pedro Pascal,"280,862",Action,Adventure,Fantasy,2.39 : 1,"1,373",PG-13
The Forever Purge,Ana de la Reguera,Tenoch Huerta,Josh Lucas,Leven Rambin,"39,255",Action,Crime,Horror,,"2,410",R
Snake Eyes,Henry Golding,Andrew Koji,Haruka Abe,Takehiro Hira,"42,369",Action,Adventure,Crime,,"2,648",PG-13
"Game Over, Man!",Adam Devine,Anders Holm,Blake Anderson,Chloe Bridges,"32,126",Action,Comedy,,,"2,729",TV-MA
Godzilla,Matthew Broderick,Jean Reno,Maria Pitillo,Hank Azaria,"198,181",Action,Sci-Fi,Thriller,,"2,782",PG-13
Ava,Jessica Chastain,John Malkovich,Common,Geena Davis,"59,743",Action,Drama,Thriller,,"2,831",R
Killers,Katherine Heigl,Ashton Kutcher,Tom Selleck,Catherine O'Hara,"94,127",Action,Comedy,Romance,2.35 : 1,"2,960",PG-13
Maximum Overdrive,Emilio Estevez,Pat Hingle,Laura Harrington,Yeardley Smith,"34,215",Action,Comedy,Horror,2.35 : 1,"3,549",R
Æon Flux,Charlize Theron,Frances McDormand,Sophie Okonedo,Marton Csokas,"131,000",Action,Adventure,Sci-Fi,2.35 : 1,"4,545",PG-13
Drive Angry,Nicolas Cage,Amber Heard,William Fichtner,Billy Burke,"101,778",Action,Comedy,Fantasy,1.85 : 1,"4,955",R
Season of the Witch,Nicolas Cage,Ron Perlman,Claire Foy,Stephen Campbell Moore,"96,396",Action,Adventure,Fantasy,"$91,627,228",_,PG-13
Blackhat,Chris Hemsworth,Viola Davis,Tang Wei,Leehom Wang,"62,294",Action,Crime,Thriller,2.39 : 1,_,R
Vampire Academy,Zoey Deutch,Lucy Fry,Danila Kozlovskiy,Gabriel Byrne,"56,024",Action,Comedy,Drama,2.35 : 1,_,PG-13
Outside the Wire,Anthony Mackie,Damson Idris,Enzo Cilenti,Emily Beecham,"44,229",Action,Adventure,Fantasy,,_,R
The Tuxedo,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,Debi Mazar,"86,557",Action,Comedy,Sci-Fi,,_,PG-13
Big Game,Samuel L. Jackson,Onni Tommila,Ray Stevenson,Victor Garber,"34,509",Action,Adventure,Comedy,,_,PG-13
The Last Legion,Colin Firth,Ben Kingsley,Aishwarya Rai Bachchan,Peter Mullan,"36,598",Action,Adventure,History,,_,PG-13
D3: The Mighty Ducks,Emilio Estevez,Jeffrey Nordling,David Selby,Heidi Kling,"27,952",Action,Comedy,Drama,,_,PG
The Spy Next Door,Jackie Chan,Amber Valletta,Billy Ray Cyrus,Madeline Carroll,"45,722",Action,Comedy,Family,1.85 : 1,_,PG
Pathfinder,Karl Urban,Clancy Brown,Moon Bloodgood,Russell Means,"45,481",Action,Adventure,Drama,2.35 : 1,_,R
The Man with the Iron Fists,Russell Crowe,Cung Le,Lucy Liu,RZA,"63,638",Action,,,2.35 : 1,_,R
Battle for the Planet of the Apes,Roddy McDowall,Claude Akins,Natalie Trundy,Severn Darden,"32,397",Action,Sci-Fi,,2.39 : 1,_,G
Stone,Edward Norton,Milla Jovovich,Robert De Niro,Frances Conroy,"42,301",Action,Drama,Mystery,,_,R
Bulletproof Monk,Chow Yun-Fat,Seann William Scott,Jaime King,Karel Roden,"51,394",Action,Comedy,Fantasy,,_,PG-13
Dhoom 3,Aamir Khan,Katrina Kaif,Abhishek Bachchan,Uday Chopra,"47,857",Action,Crime,Drama,,_,Not Rated
Killing Season,Robert De Niro,John Travolta,Milo Ventimiglia,Liz Olin,"38,229",Action,Drama,Thriller,,_,R
I Spy,Eddie Murphy,Owen Wilson,Famke Janssen,Malcolm McDowell,"52,630",Action,Adventure,Comedy,1.85 : 1,_,PG-13
Daredevil,Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,"224,859",Action,Crime,,2.35 : 1,723,PG-13
The Predator,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Keegan-Michael Key,"138,756",Action,Adventure,Horror,"$160,542,134","1,302",R
Legion,Paul Bettany,Dennis Quaid,Charles S. Dutton,Lucas Black,"108,457",Action,Fantasy,Horror,2.35 : 1,"1,807",R
The New Mutants,Maisie Williams,Anya Taylor-Joy,Charlie Heaton,Alice Braga,"84,999",Action,Horror,Mystery,"$49,169,594","1,883",PG-13
Masters of the Universe,Dolph Lundgren,Frank Langella,Meg Foster,Billy Barty,"42,689",Action,Adventure,Fantasy,"$17,336,370","2,305",PG
Robin Hood,Taron Egerton,Jamie Foxx,Ben Mendelsohn,Eve Hewson,"76,960",Action,Adventure,Drama,"$86,493,046","2,364",PG-13
Geostorm,Gerard Butler,Jim Sturgess,Abbie Cornish,Alexandra Maria Lara,"113,565",Action,Sci-Fi,Thriller,,"2,546",PG-13
Ghost Rider,Nicolas Cage,Eva Mendes,Sam Elliott,Matt Long,"246,172",Action,Fantasy,Thriller,"$228,738,393","2,753",PG-13
Point Break,Edgar Ramírez,Luke Bracey,Ray Winstone,Teresa Palmer,"64,859",Action,Adventure,Crime,2.35 : 1,"2,993",PG-13
Jupiter Ascending,Channing Tatum,Mila Kunis,Eddie Redmayne,Sean Bean,"191,865",Action,Adventure,Sci-Fi,2.35 : 1,"3,066",PG-13
The Karate Kid Part III,Ralph Macchio,Pat Morita,Robyn Lively,Thomas Ian Griffith,"66,820",Action,Drama,Family,1.85 : 1,"3,284",PG
Tank Girl,Lori Petty,Ice-T,Naomi Watts,Don Harvey,"33,399",Action,Comedy,Sci-Fi,2.39 : 1,"3,334",R
Congo,Laura Linney,Tim Curry,Dylan Walsh,Ernie Hudson,"47,399",Action,Adventure,Mystery,1.85 : 1,"3,436",PG-13
Red Dawn,Chris Hemsworth,Isabel Lucas,Josh Hutcherson,Josh Peck,"78,988",Action,Drama,,"$50,950,296","3,810",PG-13
Max Payne,Mark Wahlberg,Mila Kunis,Beau Bridges,Ludacris,"128,443",Action,Crime,Drama,"$87,066,930","4,443",PG-13
Land of the Lost,Will Ferrell,Danny McBride,Anna Friel,Jorma Taccone,"73,514",Action,Adventure,Comedy,1.85 : 1,_,PG-13
Resident Evil: Retribution,Milla Jovovich,Sienna Guillory,Michelle Rodriguez,Aryana Engineer,"146,723",Action,Horror,Sci-Fi,"$240,159,255",_,R
Spy Kids 2: Island of Lost Dreams,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino,"70,816",Action,Adventure,Comedy,,_,PG
One for the Money,Katherine Heigl,Jason O'Mara,Daniel Sunjata,John Leguizamo,"43,424",Action,Comedy,Crime,2.35 : 1,_,PG-13
Hollywood Homicide,Harrison Ford,Josh Hartnett,Isaiah Washington,Lena Olin,"38,488",Action,Comedy,Crime,,_,PG-13
Bangkok Dangerous,Nicolas Cage,Charlie Yeung,Shahkrit Yamnarm,Panward Hemmanee,"57,660",Action,Crime,Thriller,"$42,487,390",_,R
Spy Hard,Leslie Nielsen,Nicollette Sheridan,Charles Durning,Marcia Gay Harden,"39,303",Action,Comedy,,,_,PG-13
The Colony,Kevin Zegers,Laurence Fishburne,Bill Paxton,Charlotte Sullivan,"46,357",Action,Horror,Sci-Fi,,_,Not Rated
Universal Soldier: Regeneration,Dolph Lundgren,Jean-Claude Van Damme,Andrei Arlovski,Mike Pyle,"26,131",Action,Adventure,Sci-Fi,,_,R
The Way to Paradise,Enzo Zelocchi,Jennifer Lyons,Bryson Jones Allman,Brandi Maclaren,"32,349",Action,Comedy,Thriller,,_,
Transformers: The Last Knight,Mark Wahlberg,Anthony Hopkins,Josh Duhamel,Laura Haddock,"161,654",Action,Adventure,Sci-Fi,,249,PG-13
F9: The Fast Saga,Vin Diesel,Michelle Rodriguez,Jordana Brewster,Tyrese Gibson,"151,673",Action,Crime,Thriller,,533,PG-13
The Covenant,Steven Strait,Sebastian Stan,Toby Hemingway,Taylor Kitsch,"51,035",Action,Adventure,Fantasy,,978,PG-13
Morbius,Jared Leto,Matt Smith,Adria Arjona,Jared Harris,"139,698",Action,Adventure,Horror,"$167,460,961","1,113",PG-13
Monster Hunter,Milla Jovovich,Tony Jaa,Ron Perlman,T.I.,"64,466",Action,Adventure,Fantasy,"$42,145,959","1,351",PG-13
The Mummy: Tomb of the Dragon Emperor,Brendan Fraser,Jet Li,Maria Bello,Michelle Yeoh,"166,657",Action,Adventure,Fantasy,2.39 : 1,"1,497",PG-13
xXx: Return of Xander Cage,Vin Diesel,Donnie Yen,Deepika Padukone,Kris Wu,"94,914",Action,Adventure,Thriller,2.39 : 1,"1,658",PG-13
Independence Day: Resurgence,Liam Hemsworth,Jeff Goldblum,Bill Pullman,Maika Monroe,"184,663",Action,Adventure,Sci-Fi,2.39 : 1,"1,665",PG-13
A Good Day to Die Hard,Bruce Willis,Jai Courtney,Sebastian Koch,Mary Elizabeth Winstead,"211,416",Action,Thriller,,"$304,654,182","1,828",R
Resident Evil: Welcome to Raccoon City,Kaya Scodelario,Robbie Amell,Hannah John-Kamen,Tom Hopper,"58,949",Action,Horror,Sci-Fi,"$41,914,915","1,933",R
Hellboy,David Harbour,Milla Jovovich,Ian McShane,Sasha Lane,"94,572",Action,Adventure,Fantasy,,"1,958",R
The Bad Batch,Suki Waterhouse,Jason Momoa,Jayda Fink,Keanu Reeves,"33,868",Action,Horror,Mystery,,"3,220",R
Doom,Karl Urban,Rosamund Pike,Dwayne Johnson,Deobia Oparei,"116,511",Action,Horror,Sci-Fi,"$58,072,119","3,348",R
The 5th Wave,Chloë Grace Moretz,Matthew Zuk,Gabriela Lopez,Bailey Anne Borders,"113,883",Action,Adventure,Sci-Fi,,"3,678",PG-13
Spawn,Michael Jai White,John Leguizamo,Martin Sheen,Theresa Randle,"70,541",Action,Crime,Drama,1.85 : 1,"3,906",PG-13
Paul Blart: Mall Cop,Kevin James,Keir O'Donnell,Jayma Mays,Raini Rodriguez,"114,196",Action,Comedy,Crime,1.85 : 1,"3,949",PG
Mighty Morphin Power Rangers,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Jason David Frank,"29,162",Action,Adventure,Family,,"3,976",PG
Lost in Space,Gary Oldman,William Hurt,Matt LeBlanc,Mimi Rogers,"73,854",Action,Adventure,Family,"$136,159,423","4,539",PG-13
The First Purge,Y'lan Noel,Lex Scott Davis,Joivan Wade,Steve Harris,"66,942",Action,Horror,Sci-Fi,,"4,657",R
Big Momma's House,Martin Lawrence,Nia Long,Paul Giamatti,Jascha Washington,"88,536",Action,Comedy,Crime,1.85 : 1,_,PG-13
The Transporter Refueled,Ed Skrein,Loan Chabanol,Ray Stevenson,Lenn Kudrjawizki,"43,543",Action,Thriller,,,_,PG-13
The Medallion,Jackie Chan,Lee Evans,Claire Forlani,Julian Sands,"42,959",Action,Comedy,Fantasy,2.35 : 1,_,PG-13
Alex Cross,Tyler Perry,Matthew Fox,Rachel Nichols,Edward Burns,"34,853",Action,Crime,Mystery,2.35 : 1,_,PG-13
Mutant Chronicles,Thomas Jane,Ron Perlman,Devon Aoki,Sean Pertwee,"26,840",Action,Adventure,Mystery,,_,R
Beast,Saurabh Thakur,Joseph Vijay,Pooja Hegde,K. Selvaraghavan,"34,618",Action,Thriller,,,_,Not Rated
Moonfall,Halle Berry,Patrick Wilson,John Bradley,Charlie Plummer,"90,354",Action,Adventure,Sci-Fi,,939,PG-13
The Twilight Saga: Eclipse,Kristen Stewart,Robert Pattinson,Taylor Lautner,Xavier Samuel,"253,259",Action,Adventure,Drama,2.39 : 1,"1,939",PG-13
Red Sonja,Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman,Paul L. Smith,"43,641",Action,Adventure,Fantasy,"$6,951,415","2,905",PG-13
Conan the Barbarian,Jason Momoa,Ron Perlman,Rose McGowan,Stephen Lang,"101,079",Action,Adventure,Fantasy,"$63,523,283","2,972",R
Eragon,Ed Speleers,Sienna Guillory,Jeremy Irons,John Malkovich,"128,619",Action,Adventure,Family,2.35 : 1,"3,458",PG
"10,000 BC",Camilla Belle,Steven Strait,Marco Khan,Cliff Curtis,"133,700",Action,Adventure,Drama,,"4,097",PG-13
Cats & Dogs,Alec Baldwin,Tobey Maguire,Jeff Goldblum,Elizabeth Perkins,"61,291",Action,Adventure,Comedy,,_,PG
Hot Pursuit,Reese Witherspoon,Sofía Vergara,Matthew Del Negro,Michael Mosley,"52,923",Action,Comedy,Crime,,_,PG-13
Abduction,Taylor Lautner,Lily Collins,Alfred Molina,Jake Andolina,"82,150",Action,Mystery,Thriller,2.35 : 1,_,PG-13
"I, Frankenstein",Aaron Eckhart,Bill Nighy,Miranda Otto,Virginie Le Brun,"82,710",Action,Fantasy,Sci-Fi,,_,PG-13
Agent Cody Banks,Frankie Muniz,Hilary Duff,Andrew Francis,Angie Harmon,"36,113",Action,Adventure,Comedy,,_,PG
Stealth,Josh Lucas,Jessica Biel,Jamie Foxx,Sam Shepard,"55,319",Action,Adventure,Sci-Fi,"$79,268,322",_,PG-13
G-Force,Will Arnett,Penélope Cruz,Zach Galifianakis,Bill Nighy,"48,513",Animation,Action,Adventure,2.39 : 1,_,PG
Stormbreaker,Alex Pettyfer,Mickey Rourke,Sophie Okonedo,Sarah Bolger,"25,219",Action,Adventure,Family,,_,PG
Miss Congeniality 2: Armed & Fabulous,Sandra Bullock,Regina King,William Shatner,Enrique Murciano,"78,032",Action,Comedy,Crime,2.35 : 1,_,PG-13
Get Carter,Sylvester Stallone,Rachael Leigh Cook,Miranda Richardson,Rhona Mitra,"35,671",Action,Crime,Drama,,_,R
Bachchhan Paandey,Akshay Kumar,Kriti Sanon,Pankaj Tripathi,Arshad Warsi,"36,248",Action,Comedy,Crime,,_,
Charlie's Angels,Kristen Stewart,Naomi Scott,Ella Balinska,Elizabeth Banks,"77,107",Action,Adventure,Comedy,2.39 : 1,"2,117",PG-13
Superman III,Christopher Reeve,Richard Pryor,Margot Kidder,Jackie Cooper,"72,914",Action,Adventure,Comedy,2.39 : 1,"2,970",PG
Shadow in the Cloud,Chloë Grace Moretz,Nick Robinson,Beulah Koale,Taylor John Smith,"28,969",Action,Horror,War,,"3,878",R
How It Ends,Theo James,Kat Graham,Nancy Sorel,Nicole Ari Parker,"55,908",Action,Drama,Horror,,"4,137",TV-MA
The Phantom,Billy Zane,Kristy Swanson,Treat Williams,Catherine Zeta-Jones,"35,056",Action,Adventure,Comedy,,"4,993",PG
Cyborg,Jean-Claude Van Damme,Deborah Richter,Vincent Klyn,Alex Daniels,"32,835",Action,Sci-Fi,Thriller,,_,R
See No Evil,Glenn Jacobs,Christina Vidal,Michael J. Pagan,Samantha Noble,"28,166",Action,Horror,Thriller,,_,R
Virus,Jamie Lee Curtis,Donald Sutherland,William Baldwin,Joanna Pacula,"29,101",Action,Horror,Sci-Fi,,_,R
Rage,Nicolas Cage,Rachel Nichols,Max Ryan,Michael McGrady,"25,018",Action,Thriller,,,_,Not Rated
Dilwale,Shah Rukh Khan,Kajol,Varun Dhawan,Kriti Sanon,"36,731",Action,Comedy,Drama,,_,Not Rated
Wild Wild West,Will Smith,Kevin Kline,Kenneth Branagh,Salma Hayek,"164,334",Action,Comedy,Sci-Fi,,"3,076",PG-13
Charlie's Angels: Full Throttle,Drew Barrymore,Lucy Liu,Cameron Diaz,Bernie Mac,"130,778",Action,Adventure,Comedy,2.35 : 1,"3,421",PG-13
Anaconda,Jon Voight,Jennifer Lopez,Eric Stoltz,Ice Cube,"108,402",Action,Adventure,Horror,2.39 : 1,"3,523",PG-13
The Darkest Hour,Emile Hirsch,Olivia Thirlby,Max Minghella,Rachael Taylor,"62,656",Action,Adventure,Horror,,"3,811",PG-13
The Cold Light of Day,Henry Cavill,Bruce Willis,Sigourney Weaver,Verónica Echegui,"38,673",Action,Thriller,,,"3,924",PG-13
Dracula 2000,Gerard Butler,Justine Waddell,Jonny Lee Miller,Christopher Plummer,"35,273",Action,Fantasy,Horror,"$47,053,625","4,132",R
Ghosts of Mars,Natasha Henstridge,Ice Cube,Pam Grier,Jason Statham,"56,351",Action,Horror,Sci-Fi,,_,R
Blues Brothers 2000,Dan Aykroyd,John Goodman,Walter Levine,Tom Davis,"34,178",Action,Comedy,Crime,,_,PG-13
Happy New Year,Shah Rukh Khan,Deepika Padukone,Abhishek Bachchan,Boman Irani,"39,145",Action,Comedy,Crime,,_,Not Rated
The Ridiculous 6,Adam Sandler,Terry Crews,Jorge Garcia,Taylor Lautner,"51,724",Action,Adventure,Comedy,,"3,343",TV-14
